epoch,mode,loss
152,val,0.10685619354248047
153,train,0.10878968479657414
153,val,0.10677175521850586
154,train,0.10869791050149936
154,val,0.10669086456298828
155,train,0.10860985457295119
155,val,0.10661129951477051
156,train,0.10852338810159702
156,val,0.10653736114501954
157,train,0.10843926246720131
157,val,0.10646303176879883
158,train,0.10835651436237374
158,val,0.1063915729522705
159,train,0.10827771581784644
159,val,0.10632311820983886
160,train,0.10819986131456164
160,val,0.10625709533691406
161,train,0.10812465590660018
161,val,0.10619318008422851
162,train,0.10805112665349786
162,val,0.1061303424835205
163,train,0.10797910979299834
163,val,0.10606955528259278
164,train,0.10790848009514087
164,val,0.10601144790649414
165,train,0.10784058619027186
165,val,0.10595479965209961
166,train,0.10777338586672387
166,val,0.10589892387390137
167,train,0.10770788096418285
167,val,0.1058455753326416
168,train,0.10764332010288431
168,val,0.10579462051391601
169,train,0.1075806858563664
169,val,0.10574332237243653
170,train,0.10751877409039122
170,val,0.10569348335266113
171,train,0.10745837471701881
171,val,0.10564621925354004
172,train,0.1073988326872238
172,val,0.10559934616088867
173,train,0.10734009983563664
173,val,0.10555295944213867
174,train,0.1072836114902689
174,val,0.1055100154876709
175,train,0.1072275855324485
175,val,0.10546650886535644
176,train,0.10717206049447107
176,val,0.10542469024658203
177,train,0.10711746986466225
177,val,0.10538283348083496
178,train,0.10706354391695273
178,val,0.10534323692321777
179,train,0.10701120742643723
179,val,0.10530469894409179
180,train,0.10695897689973465
180,val,0.10526521682739258
181,train,0.10690785417653094
181,val,0.10522833824157715
182,train,0.1068570204455443
182,val,0.10519155502319336
183,train,0.10680701515891335
183,val,0.10515672683715821
184,train,0.10675846446644176
184,val,0.10512166023254395
185,train,0.10670940322105331
185,val,0.10508658409118653
186,train,0.10666119931924223
186,val,0.10505400657653809
187,train,0.10661436331392539
187,val,0.10502026557922363
188,train,0.10656698785646997
188,val,0.10498807907104492
189,train,0.10652011331885752
189,val,0.1049560546875
190,train,0.10647416355633976
190,val,0.10492629051208496
191,train,0.10642862801599984
191,val,0.10489559173583984
192,train,0.1063836319277985
192,val,0.10486659049987793
193,train,0.10633905969484887
193,val,0.10483529090881348
194,train,0.10629402507435191
194,val,0.10480708122253418
195,train,0.10624962623673256
195,val,0.10477835655212403
196,train,0.10620621960572522
196,val,0.10475067138671874
197,train,0.1061634680237433
197,val,0.10472169876098633
198,train,0.1061205334133572
198,val,0.10469571113586426
199,train,0.10607810935588798
199,val,0.10466880798339843
200,train,0.10603538667312776
200,val,0.10464291572570801
201,train,0.10599370436234908
201,val,0.10461712837219238
202,train,0.105952060583866
202,val,0.10459120750427246
203,train,0.10591039753923512
203,val,0.10456703186035156
204,train,0.105870150556468
204,val,0.10454130172729492
205,train,0.10582889210094105
205,val,0.10451690673828125
206,train,0.10578862585202613
206,val,0.10449277877807617
207,train,0.105747482993386
207,val,0.10446882247924805
208,train,0.10570686032073666
208,val,0.10444575309753418
209,train,0.10566734545158618
209,val,0.1044230556488037
210,train,0.10562749342484908
210,val,0.10439810752868653
211,train,0.10558733313974708
211,val,0.10437616348266601
212,train,0.10554808799666587
212,val,0.10435324668884277
213,train,0.10550911257965397
213,val,0.10433218955993652
214,train,0.1054693761498037
214,val,0.10430906295776367
215,train,0.10542996724446614
215,val,0.1042870044708252
216,train,0.10539125192044961
216,val,0.10426576614379883
217,train,0.10535185264818596
217,val,0.10424443244934083
218,train,0.1053127520012133
218,val,0.10422295570373535
219,train,0.10527477842388731
219,val,0.10420146942138672
220,train,0.10523577410765368
220,val,0.10418174743652343
221,train,0.10519727071126302
221,val,0.10416023254394531
222,train,0.1051588925448331
222,val,0.1041411304473877
223,train,0.10512054327762488
223,val,0.10411934852600098
224,train,0.10508203988123421
224,val,0.10409953117370606
225,train,0.10504393144087358
225,val,0.10407913208007813
226,train,0.10500578446821733
226,val,0.10405900001525879
227,train,0.10496788795548256
227,val,0.10403778076171875
228,train,0.1049297217166785
228,val,0.10401932716369629
229,train,0.10489185410316544
229,val,0.1039998722076416
230,train,0.10485351446903113
230,val,0.10398008346557618
231,train,0.10481581061777442
231,val,0.10396089553833007
232,train,0.1047786943840258
232,val,0.10394209861755371
233,train,0.10474055704444346
233,val,0.10392213821411132
234,train,0.10470307475388652
234,val,0.10390317916870118
235,train,0.1046653227372603
235,val,0.10388489723205567
236,train,0.10462818723736388
236,val,0.10386512756347656
237,train,0.1045909072413589
237,val,0.1038463306427002
238,train,0.10455329972084122
238,val,0.10382851600646972
239,train,0.10451538394195865
239,val,0.10380961418151856
240,train,0.10447842183739248
240,val,0.10379056930541992
241,train,0.10444109367601799
241,val,0.10377252578735352
242,train,0.10440405450686059
242,val,0.10375460624694824
243,train,0.1043667070793383
243,val,0.10373661041259766
244,train,0.1043296293778853
244,val,0.10371734619140625
245,train,0.10429205075658933
245,val,0.10370022773742676
246,train,0.10425482855902778
246,val,0.10368294715881347
247,train,0.10421734626847085
247,val,0.1036644458770752
248,train,0.1041804901277176
248,val,0.1036467456817627
249,train,0.10414263214727845
249,val,0.10362874031066895
250,train,0.10410599756722498
250,val,0.10361141204833985
251,train,0.1040686597727766
251,val,0.10359418869018555
252,train,0.10403177473280165
252,val,0.10357645988464355
253,train,0.10399427317609691
253,val,0.10355865478515625
254,train,0.1039565982240619
254,val,0.10354148864746093
255,train,0.10391962648642183
255,val,0.1035231113433838
256,train,0.10388297264022056
256,val,0.10350587844848633
257,train,0.10384531695433337
257,val,0.10348945617675781
258,train,0.10380777686533302
258,val,0.10347255706787109
259,train,0.10377062209928879
259,val,0.1034553337097168
260,train,0.10373367926087042
260,val,0.10343791961669922
261,train,0.10369652449482619
261,val,0.10342084884643554
262,train,0.10365928303111684
262,val,0.10340328216552734
263,train,0.10362168514367306
263,val,0.1033873462677002
264,train,0.10358482900291982
264,val,0.10337021827697754
265,train,0.1035473948777324
265,val,0.10335421562194824
266,train,0.10350977772414083
266,val,0.10333752632141113
267,train,0.10347262295809659
267,val,0.10332062721252441
268,train,0.10343516956676137
268,val,0.10330350875854492
269,train,0.10339782213923907
269,val,0.10328721046447754
270,train,0.10336082150237728
270,val,0.10326984405517578
271,train,0.1033228671911991
271,val,0.10325436592102051
272,train,0.10328539453371606
272,val,0.1032369613647461
273,train,0.10324805673926768
273,val,0.10322022438049316
274,train,0.10320993866583314
274,val,0.10320463180541992
275,train,0.10317243710912839
275,val,0.10318871498107911
276,train,0.1031353883068971
276,val,0.1031717300415039
277,train,0.10309716426964963
277,val,0.103156099319458
278,train,0.10305966271294488
278,val,0.10314045906066895
279,train,0.10302159280487985
279,val,0.10312417030334473
280,train,0.10298368665907118
280,val,0.10310784339904785
281,train,0.10294658969147037
281,val,0.10309141159057617
282,train,0.1029083656542229
282,val,0.10307548522949218
283,train,0.10287061363759667
283,val,0.10305922508239745
284,train,0.10283256299567944
284,val,0.10304230690002442
285,train,0.10279456051913174
285,val,0.10302709579467774
286,train,0.10275730942234848
286,val,0.10301066398620605
287,train,0.10271879639288392
287,val,0.10299391746520996
288,train,0.10268036042801057
288,val,0.10297872543334961
289,train,0.10264298410126657
289,val,0.10296189308166503
290,train,0.10260468299942788
290,val,0.1029464340209961
291,train,0.10256658419214114
291,val,0.10293037414550782
292,train,0.10252863951403686
292,val,0.10291513442993164
293,train,0.10249088749741063
293,val,0.10289752006530761
294,train,0.10245245153253729
294,val,0.10288235664367676
295,train,0.10241415043069858
295,val,0.10286790847778321
296,train,0.10237605162341186
296,val,0.10285018920898438
297,train,0.10233748079550387
297,val,0.1028324031829834
298,train,0.10229984437576448
298,val,0.10281803131103516
299,train,0.1022603487727618
299,val,0.1028018856048584
300,train,0.10222227886469677
300,val,0.10278690338134766
301,train,0.10218365023834537
301,val,0.10276972770690918
302,train,0.10214478078514638
302,val,0.10275440216064453
303,train,0.10210597876346472
303,val,0.10273871421813965
304,train,0.10206799555306482
304,val,0.10272214889526367
305,train,0.1020283554539536
305,val,0.10270696640014648
306,train,0.10199033371125808
306,val,0.10268989562988282
307,train,0.1019508381082554
307,val,0.10267425537109375
308,train,0.1019122191149779
308,val,0.10265915870666503
309,train,0.10187279094349254
309,val,0.10264267921447753
310,train,0.10183366139729817
310,val,0.10262505531311035
311,train,0.10179396349974353
311,val,0.10261045455932617
312,train,0.10175440046522352
312,val,0.1025938320159912
313,train,0.10171545394743332
313,val,0.10257822036743164
314,train,0.10167599687672625
314,val,0.10256169319152832
315,train,0.1016366168706104
315,val,0.10254647254943848
316,train,0.10159680337616891
316,val,0.10253005027770996
317,train,0.10155735593853575
317,val,0.1025136661529541
318,train,0.10151776400479404
318,val,0.10249744415283203
319,train,0.10147799867572206
319,val,0.10248159408569336
320,train,0.10143803105209813
320,val,0.10246656417846679
321,train,0.10139812122691762
321,val,0.1024495792388916
322,train,0.10135805727255465
322,val,0.1024337100982666
323,train,0.10131807038278291
323,val,0.10241751670837403
324,train,0.10127776560157237
324,val,0.10240140914916993
325,train,0.10123774017950501
325,val,0.10238631248474121
326,train,0.10119743539829447
326,val,0.10236942291259765
327,train,0.10115659116494535
327,val,0.10235408782958984
328,train,0.10111636344832603
328,val,0.10233866691589355
329,train,0.10107563481186375
329,val,0.10232157707214355
330,train,0.10103549379290956
330,val,0.10230475425720215
331,train,0.1009948229548907
331,val,0.10228963851928712
332,train,0.1009536800962506
332,val,0.10227413177490234
333,train,0.10091309595589686
333,val,0.10225688934326171
334,train,0.10087215539180872
334,val,0.1022409439086914
335,train,0.10083124372694227
335,val,0.10222509384155273
336,train,0.10079043802588877
336,val,0.10220927238464356
337,train,0.10074927590110085
337,val,0.1021915340423584
338,train,0.10070808487709122
338,val,0.10217550277709961
339,train,0.10066681678849038
339,val,0.10215934753417968
340,train,0.10062525007459852
340,val,0.10214262008666992
341,train,0.10058364482841106
341,val,0.1021271800994873
342,train,0.1005416927915631
342,val,0.10210995674133301
343,train,0.10050038617066663
343,val,0.10209311485290527
344,train,0.10045821257311889
344,val,0.10207703590393066
345,train,0.10041688668607461
345,val,0.10206103324890137
346,train,0.10037471308852687
346,val,0.10204354286193848
347,train,0.1003327321524572
347,val,0.10202828407287598
348,train,0.10029036589343139
348,val,0.10201141357421875
349,train,0.10024799963440557
349,val,0.10199635505676269
350,train,0.10020605723063152
350,val,0.10198013305664062
351,train,0.1001636813385318
351,val,0.10196234703063965
352,train,0.10012136324487551
352,val,0.10194522857666016
353,train,0.10007841900141552
353,val,0.10192851066589355
354,train,0.10003577338324653
354,val,0.10191308975219726
355,train,0.09999280024056482
355,val,0.10189552307128906
356,train,0.09994985599710483
356,val,0.10187873840332032
357,train,0.09990719111278804
357,val,0.10186264991760254
358,train,0.0998637941148546
358,val,0.10184487342834472
359,train,0.09982109069824219
359,val,0.10182798385620118
360,train,0.0997781560878561
360,val,0.10181171417236329
361,train,0.09973386321404967
361,val,0.10179377555847167
362,train,0.09969078410755504
362,val,0.1017775821685791
363,train,0.09964700178666548
363,val,0.10176022529602051
364,train,0.09960320983270202
364,val,0.10174180984497071
365,train,0.099559870633212
365,val,0.10172589302062988
366,train,0.09951553922710997
366,val,0.10170873641967773
367,train,0.09947194956769848
367,val,0.1016912841796875
368,train,0.09942761816159644
368,val,0.10167405128479004
369,train,0.09938397070374151
369,val,0.10165678024291992
370,train,0.09933947553538312
370,val,0.10164000511169434
371,train,0.09929569321449357
371,val,0.10162322998046874
372,train,0.09925105355002663
372,val,0.10160532951354981
373,train,0.0992057781026821
373,val,0.101588134765625
374,train,0.09916151412809739
374,val,0.10157175064086914
375,train,0.0991167396005958
375,val,0.1015536880493164
376,train,0.09907210956920277
376,val,0.10153688430786133
377,train,0.099027055682558
377,val,0.10152015686035157
378,train,0.09898206922743055
378,val,0.1015015697479248
379,train,0.09893681304623382
379,val,0.10148462295532226
380,train,0.09889114264285925
380,val,0.10146766662597656
381,train,0.09884606949006668
381,val,0.10145007133483887
382,train,0.09880037018747041
382,val,0.10143256187438965
383,train,0.0987542759288441
383,val,0.1014150047302246
384,train,0.09870896194920395
384,val,0.1013975715637207
385,train,0.09866311815049914
385,val,0.10137965202331543
386,train,0.09861729361794212
386,val,0.10136347770690918
387,train,0.09857126679083314
387,val,0.10134517669677734
388,train,0.09852547115749782
388,val,0.10132648468017579
389,train,0.0984793191004281
389,val,0.10131010055541992
390,train,0.09843262759121982
390,val,0.10129185676574708
391,train,0.09838637920341106
391,val,0.10127449989318847
392,train,0.09833988035568084
392,val,0.10125642776489258
393,train,0.09829403655697601
393,val,0.10123980522155762
394,train,0.09824707532169843
394,val,0.10122206687927246
395,train,0.09819962279965179
395,val,0.1012043857574463
396,train,0.09815309505269985
396,val,0.10118785858154297
397,train,0.09810614345049617
397,val,0.10116912841796875
398,train,0.0980592014813664
398,val,0.10115234375
399,train,0.09801192235465002
399,val,0.10113480567932129
400,train,0.09796482625633779
400,val,0.10111713409423828
401,train,0.09791764346036044
401,val,0.10109899520874023
402,train,0.09786998864376184
402,val,0.10108179092407227
403,train,0.09782237235945884
403,val,0.10106366157531738
404,train,0.0977745923128995
404,val,0.10104586601257325
405,train,0.09772713015777897
405,val,0.10102679252624512
406,train,0.09767852166686396
406,val,0.10100948333740234
407,train,0.09763029849890506
407,val,0.10099116325378418
408,train,0.09758207533094618
408,val,0.10097290992736817
409,train,0.09753348610617897
409,val,0.10095509529113769
410,train,0.09748588908802379
410,val,0.10093758583068847
411,train,0.09743666408037899
411,val,0.10091790199279785
412,train,0.09738740054043857
412,val,0.10090069770812989
413,train,0.09733902324329723
413,val,0.10088229179382324
414,train,0.09728942254577021
414,val,0.10086461067199708
415,train,0.0972408525871508
415,val,0.10084665298461915
416,train,0.09719153124876696
416,val,0.10082869529724121
417,train,0.09714240257186119
417,val,0.10081013679504394
418,train,0.09709297526966441
418,val,0.10079156875610351
419,train,0.09704327824139836
419,val,0.1007729434967041
420,train,0.09699427479445333
420,val,0.10075507164001465
421,train,0.09694450070159603
421,val,0.10073874473571777
422,train,0.09689460137877802
422,val,0.1007188892364502
423,train,0.09684486581821634
423,val,0.1006993293762207
424,train,0.09679474493469854
424,val,0.1006820011138916
425,train,0.09674495157569346
425,val,0.10066279411315918
426,train,0.09669450316766295
426,val,0.10064586639404297
427,train,0.09664427632033223
427,val,0.10062656402587891
428,train,0.09659381827922782
428,val,0.10060856819152832
429,train,0.09654320610894097
429,val,0.10059039115905762
430,train,0.0964922278818458
430,val,0.10057121276855469
431,train,0.09644182763918481
431,val,0.10055312156677246
432,train,0.09638991500392105
432,val,0.10053350448608399
433,train,0.09633910053908223
433,val,0.10051630020141601
434,train,0.09628841130420415
434,val,0.10049633979797364
435,train,0.09623670096349235
435,val,0.10047977447509765
436,train,0.09618542411110619
436,val,0.10045914649963379
437,train,0.09613341514510337
437,val,0.10044045448303222
438,train,0.0960817818689828
438,val,0.10042038917541504
439,train,0.0960301004274927
439,val,0.10040164947509765
440,train,0.09597796623152915
440,val,0.10038285255432129
441,train,0.09592563937408756
441,val,0.10036477088928222
442,train,0.0958740638964104
442,val,0.1003445816040039
443,train,0.09582162144208195
443,val,0.10032627105712891
444,train,0.09576875513250177
444,val,0.10030657768249512
445,train,0.09571641864198627
445,val,0.10028791427612305
446,train,0.09566384132462319
446,val,0.10026848793029786
447,train,0.09561109061192985
447,val,0.10024950981140136
448,train,0.09555799310857599
448,val,0.10022909164428712
449,train,0.09550487633907434
449,val,0.10021147727966309
450,train,0.09545197149719854
450,val,0.10019246101379395
451,train,0.09539879692925347
451,val,0.10017217636108398
452,train,0.09534566089360401
452,val,0.10015264511108399
453,train,0.09529217806729404
453,val,0.10013425827026368
454,train,0.09523834845032354
454,val,0.10011444091796876
455,train,0.09518485599093968
455,val,0.10009466171264648
456,train,0.09513148876151653
456,val,0.10007554054260254
457,train,0.09507649354260377
457,val,0.10005703926086426
458,train,0.09502261576026377
458,val,0.10003637313842774
459,train,0.09496939302694918
459,val,0.1000174617767334
460,train,0.0949143303765191
460,val,0.09999794960021972
461,train,0.09485999020663174
461,val,0.09997745513916016
462,train,0.0948053803106751
462,val,0.0999593734741211
463,train,0.09475031766024503
463,val,0.09993905067443848
464,train,0.09469624721642697
464,val,0.09991798400878907
465,train,0.09464096300529712
465,val,0.09989984512329102
466,train,0.09458682512996172
466,val,0.09987974166870117
467,train,0.09453112669665405
467,val,0.09986076354980469
468,train,0.09447584248552418
468,val,0.09983933448791504
469,train,0.0944204426775075
469,val,0.09982039451599121
470,train,0.09436429148972636
470,val,0.09980085372924805
471,train,0.09430894948015309
471,val,0.09978142738342285
472,train,0.09425305838536735
472,val,0.09976119041442871
473,train,0.09419788013805043
473,val,0.0997420597076416
474,train,0.09414105463509607
474,val,0.09972023010253907
475,train,0.09408483601579762
475,val,0.09970012664794922
476,train,0.0940296385023329
476,val,0.09968138694763183
477,train,0.09397220611572266
477,val,0.09966214179992676
478,train,0.09391606456101542
478,val,0.09964127540588379
479,train,0.0938593353888001
479,val,0.09962274551391602
480,train,0.09380270254732383
480,val,0.09960155487060547
481,train,0.09374593484281289
481,val,0.09958135604858398
482,train,0.09368848319005485
482,val,0.09956188201904297
483,train,0.09363097373885337
483,val,0.0995425033569336
484,train,0.09357377254601681
484,val,0.09952280044555664
485,train,0.0935167640146583
485,val,0.09950397491455078
486,train,0.09345981328174321
486,val,0.0994822120666504
487,train,0.0934018510760683
487,val,0.09946269989013672
488,train,0.0933433397851809
488,val,0.09944226264953614
489,train,0.0932860422616053
489,val,0.09942354202270508
490,train,0.09322703005087496
490,val,0.09940333366394043
491,train,0.09316882701835247
491,val,0.09938462257385254
492,train,0.0931103638928346
492,val,0.09936356544494629
493,train,0.09305209342879478
493,val,0.09934304237365722
494,train,0.09299332204491201
494,val,0.0993234920501709
495,train,0.0929344254310685
495,val,0.09930414199829102
496,train,0.09287507606275154
496,val,0.09928440093994141
497,train,0.09281627577964706
497,val,0.09926373481750489
498,train,0.09275744659732087
498,val,0.09924444198608398
499,train,0.09269799126519097
499,val,0.09922487258911133
500,train,0.09263845886846986
500,val,0.09920475006103516
501,train,0.09257865674567944
501,val,0.09918340682983398
502,train,0.09251883535674124
502,val,0.09916385650634765
503,train,0.09245915846391158
503,val,0.09914294242858887
504,train,0.09239910588119969
504,val,0.09912251472473145
505,train,0.0923387065078273
505,val,0.09910204887390137
506,train,0.09227881768737177
506,val,0.09908305168151856
507,train,0.09221825455174301
507,val,0.09906314849853516
508,train,0.09215790334374013
508,val,0.09904168128967285
509,train,0.0920970704820421
509,val,0.09902201652526856
510,train,0.09203636285030481
510,val,0.09900089263916016
511,train,0.09197510613335504
511,val,0.09898292541503906
512,train,0.091914273271657
512,val,0.09896105766296387
513,train,0.0918526023325294
513,val,0.09894146919250488
514,train,0.09179228965682212
514,val,0.09892110824584961
515,train,0.09172993476944741
515,val,0.09890111923217773
516,train,0.09166843722565006
516,val,0.09887840270996094
517,train,0.091607209407922
517,val,0.09886027336120605
518,train,0.09154501828280362
518,val,0.09883848190307618
519,train,0.09148275972616793
519,val,0.09882032394409179
520,train,0.09142091539171007
520,val,0.09879837036132813
521,train,0.09135853160511363
521,val,0.09877724647521972
522,train,0.09129626341540405
522,val,0.09875638961791992
523,train,0.09123387962880761
523,val,0.09873541831970215
524,train,0.09117106235388553
524,val,0.09871525764465332
525,train,0.09110834140970249
525,val,0.09869452476501465
526,train,0.09104563009859336
526,val,0.09867390632629394
527,train,0.09098236006919784
527,val,0.09865331649780273
528,train,0.09091867581762449
528,val,0.0986327075958252
529,train,0.09085660028939295
529,val,0.0986124610900879
530,train,0.09079286787245008
530,val,0.09859088897705078
531,train,0.09073005059752802
531,val,0.09857019424438476
532,train,0.09066515257864287
532,val,0.09855036735534668
533,train,0.09060282659048986
533,val,0.09852861404418946
534,train,0.09053877628210819
534,val,0.09850772857666015
535,train,0.09047457184454408
535,val,0.09848670959472657
536,train,0.09041054080231022
536,val,0.09846596717834473
537,train,0.09034621113478536
537,val,0.09844489097595215
538,train,0.0902822186248471
538,val,0.09842493057250977
539,train,0.09021786969117444
